Year,Item,Value
2012,Rye,212.0
2012,Rye,235.0
2012,Rye,227.0
2012,Rye,225.0
2012,Rye,240.0
2012,Rye,190.0
2012,Rye,187.0
2012,Rye,202.0
2012,Rye,201.0
2012,Rye,201.0
2012,Rye,187.0
2013,Rye,122.0
2013,Rye,205.0
2013,Rye,212.0
2013,Rye,235.0
2013,Rye,227.0
2013,Rye,225.0
2013,Rye,240.0
2013,Rye,190.0
2013,Rye,187.0
2013,Rye,202.0
2013,Rye,201.0
2013,Rye,201.0
2013,Rye,187.0
2014,Rye,119.0
2014,Rye,134.0
2014,Rye,134.0
2014,Rye,140.0
2014,Rye,134.0
2014,Rye,144.0
2014,Rye,123.0
2014,Rye,117.0
2014,Rye,122.0
2014,Rye,121.0
2014,Rye,115.0
2014,Rye,128.0
2015,Rye,121.0
2015,Rye,129.0
2015,Rye,140.0
2015,Rye,110.0
2015,Rye,136.0
2015,Rye,110.0
2015,Rye,130.0
2015,Rye,113.0
2015,Rye,103.0
2015,Rye,128.0
2015,Rye,115.0
2015,Rye,128.0
2015,Rye,121.0
2016,Rye,125.0
2016,Rye,130.0
2016,Rye,121.0
2016,Rye,133.0
2016,Rye,130.0
2016,Rye,97.0
2016,Rye,97.0
2016,Rye,123.0
2016,Rye,123.0
2016,Rye,127.0
2016,Rye,134.0
2017,Rye,157.0
2017,Rye,142.0
2017,Rye,125.0
2017,Rye,136.0
2017,Rye,125.0
2017,Rye,138.0
2017,Rye,132.0
2017,Rye,127.0
2017,Rye,127.0
2017,Rye,170.0
2017,Rye,160.0
2017,Rye,155.0
2018,Rye,150.0
2018,Rye,175.0
2018,Rye,155.0
2018,Rye,168.0
2018,Rye,157.0
2018,Rye,135.0
2018,Rye,131.0
2018,Rye,157.0
2018,Rye,155.0
2018,Rye,157.0
2018,Rye,158.0
2019,Rye,127.0
2019,Rye,175.0
2019,Rye,164.0
2019,Rye,153.0
2019,Rye,141.0
2019,Rye,114.0
2019,Rye,141.0
2019,Rye,149.0
2019,Rye,137.0
2019,Rye,145.0
2020,Rye,118.0
2020,Rye,107.0
2020,Rye,103.0
2020,Rye,120.0
2020,Rye,136.0
2020,Rye,129.0
2021,Rye,221.0
2021,Rye,109.0
2021,Rye,138.0
2021,Rye,160.0
2021,Rye,134.0
2021,Rye,134.0
2021,Rye,160.0
2021,Rye,191.0
2021,Rye,163.0
2021,Rye,240.0
2022,Rye,275.0
2022,Rye,268.0
2022,Rye,283.0
2022,Rye,240.0
2022,Rye,300.0
2022,Rye,310.0
2022,Rye,323.0
2022,Rye,298.0
2022,Rye,254.0
2022,Rye,298.0
2022,Rye,323.0
2022,Rye,331.0
2022,Rye,217.0
2023,Rye,136.0
2023,Rye,319.0
2023,Rye,287.0
2023,Rye,314.0
2023,Rye,269.0
2023,Rye,145.0
2023,Rye,127.0
2023,Rye,154.0
2023,Rye,169.0
2023,Rye,180.0
2023,Rye,167.0
1991,Rye,250.2
1992,Rye,240.0
1993,Rye,238.7
1994,Rye,224.1
1995,Rye,95.7
1996,Rye,127.8
1997,Rye,105.1
1998,Rye,106.1
1999,Rye,106.7
2000,Rye,108.6
2001,Rye,101.0
2002,Rye,92.0
2003,Rye,108.0
2004,Rye,79.0
2005,Rye,79.0
2006,Rye,117.0
2007,Rye,177.0
2008,Rye,133.0
2009,Rye,81.0
2010,Rye,186.0
2011,Rye,199.0
2012,Rye,191.0
2013,Rye,122.0
2014,Rye,119.0
2015,Rye,121.0
2016,Rye,125.0
2017,Rye,157.0
2018,Rye,150.0
2019,Rye,127.0
2020,Rye,118.0
2021,Rye,221.0
2022,Rye,275.0
2023,Rye,136.0
1991,Rye,294.9
1992,Rye,300.6
1993,Rye,282.3
1994,Rye,270.0
1995,Rye,130.6
1996,Rye,166.1
1997,Rye,118.5
1998,Rye,117.9
1999,Rye,113.7
2000,Rye,100.0
2001,Rye,90.4
2002,Rye,86.6
2003,Rye,121.9
2004,Rye,98.1
2005,Rye,98.2
2006,Rye,146.8
2007,Rye,242.3
2008,Rye,194.8
2009,Rye,112.5
2010,Rye,246.3
2011,Rye,276.6
2012,Rye,245.4
2013,Rye,162.0
2014,Rye,157.9
2015,Rye,134.2
2016,Rye,138.3
2017,Rye,177.4
2018,Rye,177.1
2019,Rye,142.2
2020,Rye,134.8
2021,Rye,261.4
2022,Rye,289.2
2023,Rye,147.1
1991,Rye,205.65
1992,Rye,197.29
1993,Rye,196.16
1994,Rye,184.21
1995,Rye,78.67
1996,Rye,105.01
1997,Rye,86.37
1998,Rye,87.21
1999,Rye,87.69
2000,Rye,89.24
2001,Rye,83.03
2002,Rye,75.62
2003,Rye,88.77
2004,Rye,64.93
2005,Rye,64.93
2006,Rye,96.16
2007,Rye,145.48
2008,Rye,109.32
2009,Rye,66.58
2010,Rye,152.88
2011,Rye,163.56
2012,Rye,156.99
2013,Rye,100.27
2014,Rye,97.81
2015,Rye,99.45
2016,Rye,102.74
2017,Rye,129.04
2018,Rye,123.29
2019,Rye,104.38
2020,Rye,96.99
2021,Rye,181.64
2022,Rye,226.03
2023,Rye,111.78
2024,Rye,133.62
1992,Soya beans,5300.0
1993,Soya beans,5300.0
1994,Soya beans,5100.0
1995,Soya beans,2233.0
1996,Soya beans,2566.0
1997,Soya beans,2846.0
1998,Soya beans,2484.0
1999,Soya beans,2455.0
2000,Soya beans,2493.0
2001,Soya beans,2963.0
2002,Soya beans,218.0
2003,Soya beans,203.0
2004,Soya beans,197.0
2005,Soya beans,197.0
2006,Soya beans,184.0
2007,Soya beans,227.0
2008,Soya beans,328.0
2009,Soya beans,272.0
2010,Soya beans,323.0
2010,Soya beans,278.0
2010,Soya beans,253.0
2010,Soya beans,252.0
2010,Soya beans,330.0
2010,Soya beans,309.0
2010,Soya beans,330.0
2010,Soya beans,329.0
2010,Soya beans,317.0
2011,Soya beans,346.0
2011,Soya beans,335.0
2011,Soya beans,312.0
2011,Soya beans,360.0
2011,Soya beans,360.0
2011,Soya beans,351.0
2011,Soya beans,335.0
2011,Soya beans,347.0
2011,Soya beans,336.0
2012,Soya beans,467.0
2012,Soya beans,350.0
2012,Soya beans,335.0
2012,Soya beans,336.0
2012,Soya beans,352.0
2012,Soya beans,348.0
2012,Soya beans,471.0
2012,Soya beans,466.0
2012,Soya beans,472.0
2012,Soya beans,458.0
2013,Soya beans,394.0
2013,Soya beans,350.0
2013,Soya beans,335.0
2013,Soya beans,336.0
2013,Soya beans,352.0
2013,Soya beans,348.0
2013,Soya beans,471.0
2013,Soya beans,466.0
2013,Soya beans,472.0
2013,Soya beans,458.0
2014,Soya beans,347.0
2014,Soya beans,300.0
2014,Soya beans,445.0
2014,Soya beans,350.0
2014,Soya beans,333.0
2014,Soya beans,352.0
2014,Soya beans,353.0
2015,Soya beans,319.0
2015,Soya beans,325.0
2015,Soya beans,325.0
2015,Soya beans,365.0
2015,Soya beans,354.0
2015,Soya beans,350.0
2015,Soya beans,310.0
2015,Soya beans,323.0
2015,Soya beans,320.0
2015,Soya beans,309.0
2015,Soya beans,299.0
2016,Soya beans,333.0
2016,Soya beans,318.0
2016,Soya beans,287.0
2016,Soya beans,305.0
2016,Soya beans,345.0
2016,Soya beans,335.0
2016,Soya beans,336.0
2016,Soya beans,337.0
2016,Soya beans,326.0
2017,Soya beans,345.0
2017,Soya beans,375.0
2017,Soya beans,375.0
2017,Soya beans,400.0
2017,Soya beans,332.0
2017,Soya beans,347.0
2017,Soya beans,351.0
2017,Soya beans,350.0
2017,Soya beans,344.0
2018,Soya beans,343.0
2018,Soya beans,365.0
2018,Soya beans,345.0
2018,Soya beans,330.0
2018,Soya beans,349.0
2018,Soya beans,341.0
2018,Soya beans,348.0
2019,Soya beans,314.0
2019,Soya beans,342.0
2019,Soya beans,305.0
2019,Soya beans,314.0
2019,Soya beans,325.0
2019,Soya beans,308.0
2020,Soya beans,351.0
2020,Soya beans,340.0
2020,Soya beans,329.0
2020,Soya beans,328.0
2020,Soya beans,366.0
2021,Soya beans,558.0
2021,Soya beans,473.0
2021,Soya beans,410.0
2021,Soya beans,551.0
2021,Soya beans,542.0
2022,Soya beans,590.0
2022,Soya beans,632.0
2022,Soya beans,511.0
2022,Soya beans,557.0
2022,Soya beans,651.0
2022,Soya beans,668.0
2022,Soya beans,552.0
2022,Soya beans,601.0
2022,Soya beans,591.0
2022,Soya beans,566.0
2022,Soya beans,555.0
2022,Soya beans,565.0
2023,Soya beans,396.0
2023,Soya beans,592.0
2023,Soya beans,622.0
2023,Soya beans,566.0
2023,Soya beans,499.0
2023,Soya beans,482.0
2023,Soya beans,462.0
2023,Soya beans,464.0
2023,Soya beans,484.0
2023,Soya beans,418.0
2023,Soya beans,399.0
2023,Soya beans,354.0
2023,Soya beans,373.0
1992,Soya beans,385.2
1993,Soya beans,385.2
1994,Soya beans,370.6
1995,Soya beans,162.3
1996,Soya beans,186.5
1997,Soya beans,206.8
1998,Soya beans,180.5
1999,Soya beans,178.4
2000,Soya beans,181.2
2001,Soya beans,215.3
2002,Soya beans,218.0
2003,Soya beans,203.0
2004,Soya beans,197.0
2005,Soya beans,197.0
2006,Soya beans,184.0
2007,Soya beans,227.0
2008,Soya beans,328.0
2009,Soya beans,272.0
2010,Soya beans,323.0
2011,Soya beans,346.0
2012,Soya beans,467.0
2013,Soya beans,394.0
2014,Soya beans,347.0
2015,Soya beans,319.0
2016,Soya beans,333.0
2017,Soya beans,345.0
2018,Soya beans,343.0
2019,Soya beans,314.0
2020,Soya beans,351.0
2021,Soya beans,558.0
2022,Soya beans,590.0
2023,Soya beans,396.0
1992,Soya beans,482.3
1993,Soya beans,455.6
1994,Soya beans,446.5
1995,Soya beans,221.5
1996,Soya beans,242.4
1997,Soya beans,233.2
1998,Soya beans,200.7
1999,Soya beans,190.1
2000,Soya beans,166.9
2001,Soya beans,192.7
2002,Soya beans,205.2
2003,Soya beans,229.1
2004,Soya beans,244.6
2005,Soya beans,245.0
2006,Soya beans,230.8
2007,Soya beans,310.7
2008,Soya beans,480.5
2009,Soya beans,377.9
2010,Soya beans,427.8
2011,Soya beans,481.0
2012,Soya beans,600.0
2013,Soya beans,523.1
2014,Soya beans,460.4
2015,Soya beans,353.8
2016,Soya beans,368.3
2017,Soya beans,389.7
2018,Soya beans,405.1
2019,Soya beans,351.5
2020,Soya beans,400.9
2021,Soya beans,660.0
2022,Soya beans,620.5
2023,Soya beans,428.2
1991,Soya beans,86.9
1992,Soya beans,115.67
1993,Soya beans,115.67
1994,Soya beans,111.3
1995,Soya beans,48.73
1996,Soya beans,56.0
1997,Soya beans,62.11
1998,Soya beans,54.21
1999,Soya beans,53.58
2000,Soya beans,54.41
2001,Soya beans,64.66
2002,Soya beans,65.47
2003,Soya beans,60.96
2004,Soya beans,59.16
2005,Soya beans,59.16
2006,Soya beans,55.26
2007,Soya beans,68.17
2008,Soya beans,98.5
2009,Soya beans,81.68
2010,Soya beans,97.0
2011,Soya beans,103.9
2012,Soya beans,140.24
2013,Soya beans,118.32
2014,Soya beans,104.2
2015,Soya beans,95.8
2016,Soya beans,100.0
2017,Soya beans,103.6
2018,Soya beans,103.0
2019,Soya beans,94.29
2020,Soya beans,105.41
2021,Soya beans,167.57
2022,Soya beans,177.18
2023,Soya beans,118.92
2024,Soya beans,153.79
1992,Spinach,13791.0
1993,Spinach,14250.0
1994,Spinach,11900.0
1995,Spinach,10130.0
1996,Spinach,9730.0
1997,Spinach,8710.0
1998,Spinach,10400.0
1999,Spinach,9660.0
2000,Spinach,8820.0
2001,Spinach,7609.0
2002,Spinach,760.0
2003,Spinach,790.0
2004,Spinach,843.0
2005,Spinach,830.0
2006,Spinach,820.0
2007,Spinach,768.0
2008,Spinach,764.0
2009,Spinach,682.0
2010,Spinach,872.0
2010,Spinach,990.0
2010,Spinach,1044.0
2010,Spinach,925.0
2010,Spinach,596.0
2010,Spinach,668.0
2010,Spinach,911.0
2010,Spinach,921.0
2010,Spinach,1018.0
2010,Spinach,1167.0
2010,Spinach,839.0
2010,Spinach,913.0
2010,Spinach,1055.0
2011,Spinach,731.0
2011,Spinach,1730.0
2011,Spinach,1493.0
2011,Spinach,677.0
2011,Spinach,520.0
2011,Spinach,507.0
2011,Spinach,364.0
2011,Spinach,1132.0
2011,Spinach,507.0
2011,Spinach,811.0
2011,Spinach,1130.0
2012,Spinach,800.0
2012,Spinach,1050.0
2012,Spinach,1463.0
2012,Spinach,650.0
2012,Spinach,657.0
2012,Spinach,547.0
2012,Spinach,996.0
2012,Spinach,1693.0
2012,Spinach,1703.0
2012,Spinach,588.0
2012,Spinach,748.0
2012,Spinach,1124.0
2012,Spinach,1210.0
2013,Spinach,1055.0
2013,Spinach,1050.0
2013,Spinach,1463.0
2013,Spinach,650.0
2013,Spinach,657.0
2013,Spinach,547.0
2013,Spinach,996.0
2013,Spinach,1693.0
2013,Spinach,1703.0
2013,Spinach,588.0
2013,Spinach,748.0
2013,Spinach,1124.0
2013,Spinach,1210.0
2014,Spinach,2008.0
2015,Spinach,1826.0
2015,Spinach,2878.0
2015,Spinach,2882.0
2015,Spinach,2173.0
2015,Spinach,2074.0
2015,Spinach,1538.0
2015,Spinach,2086.0
2015,Spinach,1182.0
2015,Spinach,1128.0
2016,Spinach,644.0
2016,Spinach,931.0
2016,Spinach,689.0
2016,Spinach,331.0
2016,Spinach,1004.0
2016,Spinach,704.0
2016,Spinach,812.0
2016,Spinach,917.0
2017,Spinach,657.0
2017,Spinach,764.0
2018,Spinach,697.0
1992,Spinach,1002.2
1993,Spinach,1035.6
1994,Spinach,864.8
1995,Spinach,736.2
1996,Spinach,707.1
1997,Spinach,633.0
1998,Spinach,755.8
1999,Spinach,702.0
2000,Spinach,641.0
2001,Spinach,553.0
2002,Spinach,760.0
2003,Spinach,790.0
2004,Spinach,843.0
2005,Spinach,830.0
2006,Spinach,820.0
2007,Spinach,768.0
2008,Spinach,764.0
2009,Spinach,682.0
2010,Spinach,872.0
2011,Spinach,731.0
2012,Spinach,800.0
2013,Spinach,1055.0
2014,Spinach,2008.0
2015,Spinach,1826.0
2016,Spinach,644.0
2017,Spinach,657.0
2018,Spinach,697.0
1992,Spinach,1254.9
1993,Spinach,1225.0
1994,Spinach,1041.9
1995,Spinach,1004.8
1996,Spinach,919.1
1997,Spinach,713.7
1998,Spinach,840.1
1999,Spinach,747.9
2000,Spinach,590.5
2001,Spinach,494.8
2002,Spinach,715.3
2003,Spinach,891.6
2004,Spinach,1046.7
2005,Spinach,1032.2
2006,Spinach,1028.7
2007,Spinach,1051.1
2008,Spinach,1119.1
2009,Spinach,947.4
2010,Spinach,1154.9
2011,Spinach,1016.2
2012,Spinach,1027.9
2013,Spinach,1400.8
2014,Spinach,2664.1
2015,Spinach,2025.2
2016,Spinach,712.4
2017,Spinach,742.2
2018,Spinach,823.1
1991,Spinach,64.15
1992,Spinach,67.14
1993,Spinach,69.38
1994,Spinach,57.94
1995,Spinach,49.32
1996,Spinach,47.37
1997,Spinach,42.41
1998,Spinach,50.63
1999,Spinach,47.03
2000,Spinach,42.94
2001,Spinach,37.05
2002,Spinach,50.92
2003,Spinach,52.93
2004,Spinach,56.48
2005,Spinach,55.61
2006,Spinach,54.94
2007,Spinach,51.45
2008,Spinach,51.18
2009,Spinach,45.69
2010,Spinach,58.42
2011,Spinach,48.97
2012,Spinach,53.6
2013,Spinach,70.68
2014,Spinach,134.52
2015,Spinach,122.33
2016,Spinach,43.14
2017,Spinach,44.02
2018,Spinach,46.69
2019,Spinach,55.32
2020,Spinach,61.13
2021,Spinach,67.01
2022,Spinach,70.13
2023,Spinach,75.02
2024,Spinach,79.96
1991,Sunflower seed,4500.0
1992,Sunflower seed,4500.0
1993,Sunflower seed,4300.0
1994,Sunflower seed,4300.0
1995,Sunflower seed,1800.0
1996,Sunflower seed,2120.0
1997,Sunflower seed,2766.0
1998,Sunflower seed,2770.0
1999,Sunflower seed,2042.0
2000,Sunflower seed,2050.0
2001,Sunflower seed,3163.0
2002,Sunflower seed,218.0
2003,Sunflower seed,189.0
2004,Sunflower seed,170.0
2005,Sunflower seed,174.0
2006,Sunflower seed,173.0
2007,Sunflower seed,326.0
2008,Sunflower seed,214.0
2009,Sunflower seed,156.0
2010,Sunflower seed,396.0
2010,Sunflower seed,150.0
2010,Sunflower seed,150.0
2010,Sunflower seed,400.0
2010,Sunflower seed,399.0
2010,Sunflower seed,393.0
2010,Sunflower seed,393.0
2010,Sunflower seed,396.0
2011,Sunflower seed,337.0
2011,Sunflower seed,446.0
2011,Sunflower seed,306.0
2011,Sunflower seed,390.0
2011,Sunflower seed,335.0
2011,Sunflower seed,332.0
2011,Sunflower seed,353.0
2011,Sunflower seed,326.0
2012,Sunflower seed,392.0
2012,Sunflower seed,323.0
2012,Sunflower seed,330.0
2012,Sunflower seed,405.0
2012,Sunflower seed,390.0
2012,Sunflower seed,390.0
2012,Sunflower seed,395.0
2013,Sunflower seed,295.0
2013,Sunflower seed,323.0
2013,Sunflower seed,330.0
2013,Sunflower seed,405.0
2013,Sunflower seed,390.0
2013,Sunflower seed,390.0
2013,Sunflower seed,395.0
2014,Sunflower seed,245.0
2014,Sunflower seed,238.0
2014,Sunflower seed,307.0
2014,Sunflower seed,293.0
2014,Sunflower seed,244.0
2014,Sunflower seed,261.0
2014,Sunflower seed,254.0
2014,Sunflower seed,221.0
2015,Sunflower seed,337.0
2015,Sunflower seed,199.0
2015,Sunflower seed,326.0
2015,Sunflower seed,291.0
2015,Sunflower seed,310.0
2015,Sunflower seed,348.0
2016,Sunflower seed,301.0
2016,Sunflower seed,306.0
2016,Sunflower seed,340.0
2016,Sunflower seed,352.0
2016,Sunflower seed,265.0
2016,Sunflower seed,269.0
2016,Sunflower seed,268.0
2017,Sunflower seed,283.0
2017,Sunflower seed,335.0
2017,Sunflower seed,318.0
2017,Sunflower seed,358.0
2017,Sunflower seed,250.0
2017,Sunflower seed,256.0
2017,Sunflower seed,272.0
2018,Sunflower seed,249.0
2018,Sunflower seed,232.0
2018,Sunflower seed,233.0
2018,Sunflower seed,248.0
2019,Sunflower seed,293.0
2019,Sunflower seed,276.0
2020,Sunflower seed,316.0
2020,Sunflower seed,323.0
2020,Sunflower seed,321.0
2021,Sunflower seed,477.0
2021,Sunflower seed,451.0
2021,Sunflower seed,446.0
2021,Sunflower seed,530.0
2022,Sunflower seed,561.0
2022,Sunflower seed,544.0
2022,Sunflower seed,521.0
2022,Sunflower seed,512.0
2022,Sunflower seed,606.0
2023,Sunflower seed,251.0
2023,Sunflower seed,488.0
2023,Sunflower seed,246.0
2023,Sunflower seed,264.0
2023,Sunflower seed,242.0
1991,Sunflower seed,327.0
1992,Sunflower seed,327.0
1993,Sunflower seed,312.5
1994,Sunflower seed,312.5
1995,Sunflower seed,130.8
1996,Sunflower seed,154.1
1997,Sunflower seed,201.0
1998,Sunflower seed,201.3
1999,Sunflower seed,148.4
2000,Sunflower seed,149.0
2001,Sunflower seed,229.9
2002,Sunflower seed,218.0
2003,Sunflower seed,189.0
2004,Sunflower seed,170.0
2005,Sunflower seed,174.0
2006,Sunflower seed,173.0
2007,Sunflower seed,326.0
2008,Sunflower seed,214.0
2009,Sunflower seed,156.0
2010,Sunflower seed,396.0
2011,Sunflower seed,337.0
2012,Sunflower seed,392.0
2013,Sunflower seed,295.0
2014,Sunflower seed,245.0
2015,Sunflower seed,337.0
2016,Sunflower seed,301.0
2017,Sunflower seed,283.0
2018,Sunflower seed,249.0
2019,Sunflower seed,293.0
2020,Sunflower seed,316.0
2021,Sunflower seed,477.0
2022,Sunflower seed,561.0
2023,Sunflower seed,251.0
1991,Sunflower seed,385.4
1992,Sunflower seed,409.5
1993,Sunflower seed,369.7
1994,Sunflower seed,376.5
1995,Sunflower seed,178.5
1996,Sunflower seed,200.3
1997,Sunflower seed,226.6
1998,Sunflower seed,223.8
1999,Sunflower seed,158.1
2000,Sunflower seed,137.3
2001,Sunflower seed,205.7
2002,Sunflower seed,205.2
2003,Sunflower seed,213.3
2004,Sunflower seed,211.1
2005,Sunflower seed,216.4
2006,Sunflower seed,217.0
2007,Sunflower seed,446.2
2008,Sunflower seed,313.5
2009,Sunflower seed,216.7
2010,Sunflower seed,524.5
2011,Sunflower seed,468.5
2012,Sunflower seed,503.7
2013,Sunflower seed,391.7
2014,Sunflower seed,325.0
2015,Sunflower seed,373.8
2016,Sunflower seed,333.0
2017,Sunflower seed,319.7
2018,Sunflower seed,294.1
2019,Sunflower seed,328.0
2020,Sunflower seed,360.9
2021,Sunflower seed,564.2
2022,Sunflower seed,590.0
2023,Sunflower seed,271.4
1991,Sunflower seed,111.11
1992,Sunflower seed,111.11
1993,Sunflower seed,106.17
1994,Sunflower seed,106.17
1995,Sunflower seed,44.44
1996,Sunflower seed,52.34
1997,Sunflower seed,68.29
1998,Sunflower seed,68.39
1999,Sunflower seed,50.42
2000,Sunflower seed,50.62
2001,Sunflower seed,78.1
2002,Sunflower seed,74.07
2003,Sunflower seed,64.21
2004,Sunflower seed,57.76
2005,Sunflower seed,59.12
2006,Sunflower seed,58.78
2007,Sunflower seed,110.76
2008,Sunflower seed,72.71
2009,Sunflower seed,53.0
2010,Sunflower seed,134.54
2011,Sunflower seed,114.5
2012,Sunflower seed,133.18
2013,Sunflower seed,100.23
2014,Sunflower seed,83.24
2015,Sunflower seed,114.5
2016,Sunflower seed,102.27
2017,Sunflower seed,96.15
2018,Sunflower seed,84.6
2019,Sunflower seed,99.55
2020,Sunflower seed,107.36
2021,Sunflower seed,162.06
2022,Sunflower seed,190.6
2023,Sunflower seed,85.28
2024,Sunflower seed,138.62
1997,Triticale,1415.0
1998,Triticale,1154.0
1999,Triticale,1269.0
2000,Triticale,1358.0
2001,Triticale,1296.0
2002,Triticale,87.0
2003,Triticale,88.0
2004,Triticale,75.0
2005,Triticale,67.0
2006,Triticale,86.0
2007,Triticale,147.0
2008,Triticale,112.0
2009,Triticale,71.0
2010,Triticale,131.0
2010,Triticale,70.0
2010,Triticale,74.0
2010,Triticale,70.0
2010,Triticale,60.0
2010,Triticale,125.0
2010,Triticale,138.0
2010,Triticale,128.0
2010,Triticale,129.0
2010,Triticale,118.0
2010,Triticale,156.0
2011,Triticale,143.0
2011,Triticale,187.0
2011,Triticale,187.0
2011,Triticale,180.0
2011,Triticale,158.0
2011,Triticale,146.0
2011,Triticale,138.0
2011,Triticale,145.0
2011,Triticale,142.0
2011,Triticale,142.0
2011,Triticale,150.0
2012,Triticale,188.0
2012,Triticale,147.0
2012,Triticale,152.0
2012,Triticale,150.0
2012,Triticale,164.0
2012,Triticale,146.0
2012,Triticale,181.0
2012,Triticale,187.0
2012,Triticale,189.0
2012,Triticale,179.0
2012,Triticale,192.0
2012,Triticale,192.0
2013,Triticale,132.0
2013,Triticale,147.0
2013,Triticale,152.0
2013,Triticale,150.0
2013,Triticale,164.0
2013,Triticale,146.0
2013,Triticale,181.0
2013,Triticale,187.0
2013,Triticale,189.0
2013,Triticale,179.0
2013,Triticale,192.0
2013,Triticale,192.0
2014,Triticale,119.0
2014,Triticale,154.0
2014,Triticale,154.0
2014,Triticale,171.0
2014,Triticale,156.0
2014,Triticale,110.0
2014,Triticale,122.0
2014,Triticale,116.0
2014,Triticale,129.0
2014,Triticale,108.0
2014,Triticale,110.0
2014,Triticale,117.0
2015,Triticale,119.0
2015,Triticale,126.0
2015,Triticale,141.0
2015,Triticale,116.0
2015,Triticale,112.0
2015,Triticale,105.0
2015,Triticale,116.0
2015,Triticale,117.0
2015,Triticale,115.0
2015,Triticale,111.0
2015,Triticale,119.0
2015,Triticale,115.0
2016,Triticale,103.0
2016,Triticale,135.0
2016,Triticale,117.0
2016,Triticale,112.0
2016,Triticale,128.0
2016,Triticale,120.0
2016,Triticale,86.0
2016,Triticale,94.0
2016,Triticale,102.0
2016,Triticale,89.0
2016,Triticale,101.0
2016,Triticale,100.0
2017,Triticale,124.0
2017,Triticale,115.0
2017,Triticale,114.0
2017,Triticale,90.0
2017,Triticale,90.0
2017,Triticale,108.0
2017,Triticale,125.0
2017,Triticale,126.0
2017,Triticale,127.0
2017,Triticale,128.0
2017,Triticale,135.0
2018,Triticale,136.0
2018,Triticale,131.0
2018,Triticale,140.0
2018,Triticale,129.0
2018,Triticale,128.0
2018,Triticale,128.0
2018,Triticale,124.0
2018,Triticale,140.0
2018,Triticale,117.0
2018,Triticale,133.0
2018,Triticale,156.0
2018,Triticale,145.0
2019,Triticale,130.0
2019,Triticale,156.0
2019,Triticale,130.0
2019,Triticale,160.0
2019,Triticale,166.0
2019,Triticale,155.0
2019,Triticale,132.0
2019,Triticale,125.0
2019,Triticale,111.0
2019,Triticale,133.0
2019,Triticale,141.0
2020,Triticale,129.0
2020,Triticale,127.0
2020,Triticale,128.0
2020,Triticale,124.0
2020,Triticale,119.0
2020,Triticale,115.0
2020,Triticale,121.0
2020,Triticale,121.0
2020,Triticale,114.0
2020,Triticale,124.0
2021,Triticale,219.0
2021,Triticale,154.0
2021,Triticale,177.0
2021,Triticale,145.0
2021,Triticale,141.0
2021,Triticale,162.0
2021,Triticale,160.0
2021,Triticale,160.0
2021,Triticale,262.0
2022,Triticale,240.0
2022,Triticale,231.0
2022,Triticale,235.0
2022,Triticale,283.0
2022,Triticale,300.0
2022,Triticale,310.0
2022,Triticale,304.0
2022,Triticale,267.0
2022,Triticale,217.0
2022,Triticale,243.0
2022,Triticale,215.0
2022,Triticale,262.0
2022,Triticale,264.0
2023,Triticale,138.0
2023,Triticale,267.0
2023,Triticale,228.0
2023,Triticale,256.0
2023,Triticale,204.0
2023,Triticale,189.0
2023,Triticale,218.0
2023,Triticale,140.0
2023,Triticale,138.0
2023,Triticale,136.0
2023,Triticale,153.0
2023,Triticale,101.0
2023,Triticale,126.0
1997,Triticale,102.8
1998,Triticale,83.9
1999,Triticale,92.2
2000,Triticale,98.7
2001,Triticale,94.2
2002,Triticale,87.0
2003,Triticale,88.0
2004,Triticale,75.0
2005,Triticale,67.0
2006,Triticale,86.0
2007,Triticale,147.0
2008,Triticale,112.0
2009,Triticale,71.0
2010,Triticale,131.0
2011,Triticale,143.0
2012,Triticale,188.0
2013,Triticale,132.0
2014,Triticale,119.0
2015,Triticale,119.0
2016,Triticale,103.0
2017,Triticale,124.0
2018,Triticale,136.0
2019,Triticale,130.0
2020,Triticale,129.0
2021,Triticale,219.0
2022,Triticale,240.0
2023,Triticale,138.0
1997,Triticale,115.9
1998,Triticale,93.2
1999,Triticale,98.3
2000,Triticale,90.9
2001,Triticale,84.3
2002,Triticale,81.9
2003,Triticale,99.3
2004,Triticale,93.1
2005,Triticale,83.3
2006,Triticale,107.9
2007,Triticale,201.2
2008,Triticale,164.1
2009,Triticale,98.6
2010,Triticale,173.5
2011,Triticale,198.8
2012,Triticale,241.6
2013,Triticale,175.3
2014,Triticale,157.9
2015,Triticale,132.0
2016,Triticale,113.9
2017,Triticale,140.1
2018,Triticale,160.6
2019,Triticale,145.5
2020,Triticale,147.3
2021,Triticale,259.0
2022,Triticale,252.4
2023,Triticale,149.2
1995,Triticale,92.64
1996,Triticale,104.66
1997,Triticale,90.47
1998,Triticale,73.78
1999,Triticale,81.13
2000,Triticale,86.82
2001,Triticale,82.86
2002,Triticale,76.54
2003,Triticale,77.42
2004,Triticale,65.98
2005,Triticale,58.94
2006,Triticale,75.66
2007,Triticale,129.33
2008,Triticale,98.53
2009,Triticale,62.46
2010,Triticale,115.25
2011,Triticale,125.81
2012,Triticale,165.4
2013,Triticale,116.13
2014,Triticale,104.69
2015,Triticale,104.69
2016,Triticale,90.62
2017,Triticale,109.09
2018,Triticale,119.65
2019,Triticale,114.37
2020,Triticale,113.49
2021,Triticale,192.67
2022,Triticale,211.14
2023,Triticale,121.41
2024,Triticale,149.22
1991,Wheat,3472.0
1992,Wheat,3313.0
